지역,망,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
부산 사하구,도시대기,221202,장림동,2017110101,0.003,0.400,0.001,0.046,60,39,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110102,0.003,0.400,0.001,0.043,57,40,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110103,0.003,0.400,0.002,0.041,62,53,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110104,0.003,0.400,0.001,0.043,67,52,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110105,0.004,0.600,0.001,0.044,76,60,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110106,0.005,0.600,0.003,0.042,82,58,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110107,0.006,0.600,0.003,0.044,80,53,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110108,0.006,0.600,0.002,0.046,73,48,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110109,0.007,0.600,0.005,0.041,76,46,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110110,0.008,0.600,0.009,0.041,71,41,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110111,0.009,0.700,0.012,0.040,74,44,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110112,0.008,0.500,0.019,0.037,69,47,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110113,0.010,0.600,0.024,0.036,64,38,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110114,0.010,0.600,0.024,0.038,57,39,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110115,0.006,0.500,0.033,0.030,54,32,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110116,0.006,0.400,0.038,0.024,40,27,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110117,0.007,0.500,0.028,0.037,29,23,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110118,0.006,0.600,0.019,0.049,35,26,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110119,0.006,0.600,0.012,0.055,37,25,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110120,0.009,0.800,0.011,0.059,54,41,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110121,0.009,1.000,0.013,0.056,67,53,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110122,0.009,0.900,0.015,0.054,79,57,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110123,0.007,0.800,0.005,0.058,77,59,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110124,0.005,0.600,0.001,0.055,70,52,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110201,0.004,0.600,0.002,0.052,80,54,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110202,0.005,0.700,0.002,0.054,72,49,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110203,0.005,0.900,0.003,0.047,75,53,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110204,0.005,1.000,0.003,0.045,92,68,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110205,0.004,0.600,0.005,0.039,102,77,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110206,0.004,0.600,0.004,0.041,77,64,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110207,0.004,0.600,0.001,0.045,80,61,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110208,0.004,0.700,0.002,0.047,75,58,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110209,0.004,0.700,0.003,0.048,91,64,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110210,0.004,0.400,0.012,0.044,89,64,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110211,0.005,0.400,0.017,0.040,77,45,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110212,0.006,0.400,0.020,0.042,80,49,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110213,0.006,0.300,0.035,0.031,74,52,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110214,0.004,0.300,0.049,0.020,53,39,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110215,0.004,0.300,0.050,0.025,48,37,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110216,0.005,0.300,0.044,0.034,49,38,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110217,0.005,0.400,0.043,0.036,57,35,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110218,0.004,0.500,0.034,0.043,58,42,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110219,0.004,0.600,0.024,0.054,58,39,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110220,0.006,0.500,0.016,0.059,65,50,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110221,0.005,0.500,0.010,0.060,73,56,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110222,0.006,0.500,0.017,0.047,84,69,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110223,0.005,0.500,0.017,0.045,78,65,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110224,0.004,0.700,0.002,0.061,80,58,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110301,0.004,0.700,0.003,0.053,99,75,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110302,0.003,0.500,0.003,0.050,95,66,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110303,0.003,0.600,0.009,0.039,98,74,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110304,0.003,0.600,0.008,0.038,105,81,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110305,0.003,0.700,0.008,0.036,107,80,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017110306,0.003,0.500,0.005,0.038,105,77,부산 사하구 장림로 161번길 2
