time,PV,PM10,PM25,SO2,CO,O3,NO2,기온,강수량,습도,풍속,풍향,증기압,이슬점온도,현지기압,해면기압,일조,일사,지면온도
2018-01-01 01:00:00,0,-1,-1,-1,-1,-1,-1,.5,,33,1.3,360,2.1,-13.9,1015.5,1024.3,,,-4.9
2018-01-01 02:00:00,0,-1,-1,-1,-1,-1,-1,.1,,34,1.5,20,2.1,-13.9,1015.7,1024.5,,,-5.3
2018-01-01 03:00:00,0,-1,-1,-1,-1,-1,-1,0,,37,2.1,320,2.3,-12.9,1015.9,1024.7,,,-5
2018-01-01 04:00:00,0,-1,-1,-1,-1,-1,-1,-.1,,42,2.3,340,2.5,-11.5,1016,1024.9,,,-4.4
2018-01-01 05:00:00,0,-1,-1,-1,-1,-1,-1,-.1,,43,2.8,50,2.6,-11.2,1016,1024.9,,,-4.1
2018-01-01 06:00:00,0,-1,-1,-1,-1,-1,-1,-.5,,45,2.1,20,2.6,-11,1016.5,1025.4,,,-4.6
2018-01-01 07:00:00,0,-1,-1,-1,-1,-1,-1,-.8,,45,2.5,340,2.6,-11.2,1017.1,1026,,,-5.3
2018-01-01 08:00:00,0,-1,-1,-1,-1,-1,-1,-.5,,43,1.2,360,2.5,-11.5,1017.4,1026.3,.3,.03,-4.5
2018-01-01 09:00:00,0,-1,-1,-1,-1,-1,-1,1.7,,39,2.1,20,2.7,-10.8,1018.1,1026.9,1,.46,4.5
2018-01-01 10:00:00,0,-1,-1,-1,-1,-1,-1,2.7,,35,3,340,2.6,-11.2,1018.4,1027.2,1,1.04,14.8
2018-01-01 11:00:00,0,-1,-1,-1,-1,-1,-1,4.5,,29,2.9,50,2.4,-12,1018,1026.7,1,1.53,18.7
2018-01-01 12:00:00,0,-1,-1,-1,-1,-1,-1,5.5,,24,2.9,340,2.2,-13.5,1017.5,1026.2,1,1.86,22.6
2018-01-01 13:00:00,0,-1,-1,-1,-1,-1,-1,5.6,,19,7.6,360,1.7,-16.2,1016.3,1025,1,1.98,18.5
2018-01-01 14:00:00,0,-1,-1,-1,-1,-1,-1,6.6,,20,4,320,1.9,-14.8,1016,1024.6,1,1.88,13
2018-01-01 15:00:00,0,-1,-1,-1,-1,-1,-1,7.1,,19,2.4,360,1.9,-15,1016,1024.6,1,1.51,9.5
2018-01-01 16:00:00,0,-1,-1,-1,-1,-1,-1,6.3,,20,3.5,200,1.9,-15,1016.4,1025,1,.99,6.9
2018-01-01 17:00:00,0,-1,-1,-1,-1,-1,-1,5.1,,23,2.4,90,2,-14.3,1016.9,1025.6,1,.37,3.4
2018-01-01 18:00:00,0,-1,-1,-1,-1,-1,-1,3.8,,26,2,360,2.1,-13.9,1017.8,1026.5,0,.01,-.2
2018-01-01 19:00:00,0,-1,-1,-1,-1,-1,-1,2.8,,29,2.4,360,2.2,-13.5,1018.1,1026.9,,,-2
2018-01-01 20:00:00,0,-1,-1,-1,-1,-1,-1,2.8,,29,3.3,20,2.2,-13.5,1018.4,1027.2,,,-1.8
2018-01-01 21:00:00,0,-1,-1,-1,-1,-1,-1,2.2,,31,2.2,340,2.2,-13.2,1018.5,1027.3,,,-3
2018-01-01 22:00:00,0,-1,-1,-1,-1,-1,-1,1.6,,34,2.7,360,2.3,-12.6,1018.7,1027.5,,,-2.9
2018-01-01 23:00:00,0,-1,-1,-1,-1,-1,-1,1.4,,34,4.3,360,2.3,-12.7,1018.9,1027.7,,,-3.4
2018-01-02 00:00:00,0,-1,-1,-1,-1,-1,-1,1.6,,35,2.3,340,2.4,-12.2,1019.1,1027.9,,,-2.8
2018-01-02 01:00:00,0,-1,-1,-1,-1,-1,-1,1.2,,37,3.3,360,2.5,-11.9,1018.9,1027.7,,,-2.9
2018-01-02 02:00:00,0,-1,-1,-1,-1,-1,-1,.9,,39,2.3,360,2.5,-11.5,1019.4,1028.2,,,-3.6
2018-01-02 03:00:00,0,-1,-1,-1,-1,-1,-1,.7,,38,1.5,360,2.4,-12,1019.3,1028.1,,,-4.1
2018-01-02 04:00:00,0,-1,-1,-1,-1,-1,-1,.3,,41,2.7,360,2.6,-11.4,1019,1027.9,,,-3.8
