지역,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
경남 하동군,238161,하동읍,2014070101,0.004,0.500,0.026,0.009,59,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070102,0.003,0.500,0.021,0.008,50,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070103,0.002,0.500,0.015,0.008,53,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070104,0.002,0.400,0.018,0.006,49,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070105,0.003,0.300,0.030,0.004,46,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070106,0.003,0.300,0.030,0.004,37,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070107,0.002,0.300,0.028,0.005,41,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070108,0.002,0.300,0.030,0.005,39,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070109,0.002,0.300,0.033,0.006,49,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070110,0.003,0.400,0.044,0.006,54,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070111,0.003,0.400,0.054,0.005,63,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070112,0.003,0.400,0.066,0.005,50,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070113,0.004,0.400,0.074,0.005,42,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070114,0.005,0.400,0.080,0.007,50,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070115,0.008,0.400,0.083,0.012,48,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070116,0.015,0.600,0.096,0.019,49,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070117,0.016,0.900,0.100,0.020,64,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070118,0.014,0.800,0.104,0.022,82,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070119,0.004,0.400,0.084,0.016,83,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070120,0.005,0.400,0.069,0.013,69,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070121,0.006,0.400,0.063,0.013,75,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070122,0.006,0.500,0.050,0.018,82,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070123,0.004,0.400,0.054,0.011,89,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070124,0.004,0.400,0.050,0.009,94,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070201,0.004,0.400,0.041,0.009,81,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070202,0.003,0.400,0.033,0.008,78,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070203,0.003,0.400,0.031,0.007,89,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070204,0.003,0.400,0.044,0.006,81,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070205,0.003,0.400,0.053,0.005,83,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070206,0.003,0.500,0.045,0.005,81,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070207,0.003,0.400,0.045,0.006,81,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2014070208,0.003,0.500,0.043,0.008,87,,경남 하동군 하동읍 읍내리
