지역,망,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
부산 사하구,도시대기,221202,장림동,2017090101,0.003,0.300,0.029,0.007,31,10,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090102,0.002,0.300,0.027,0.008,23,12,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090103,0.002,0.200,0.028,0.006,22,12,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090104,0.002,0.200,0.027,0.008,26,12,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090105,0.003,0.300,0.024,0.011,22,10,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090106,0.003,0.400,0.019,0.015,29,20,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090107,0.002,0.300,0.017,0.018,29,15,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090108,0.002,0.300,0.022,0.014,17,10,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090109,0.002,0.200,0.026,0.011,28,10,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090110,0.002,0.300,0.024,0.012,25,13,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090111,0.002,0.200,0.027,0.012,29,9,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090112,0.002,0.200,0.031,0.009,32,8,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090113,0.002,0.200,0.033,0.008,23,7,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090114,0.002,0.200,0.031,0.010,16,7,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090115,0.003,0.200,0.026,0.014,23,6,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090116,0.003,0.200,0.026,0.014,30,8,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090117,0.004,0.200,0.022,0.015,34,5,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090118,0.003,0.200,0.022,0.015,31,8,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090119,0.002,0.200,0.020,0.014,26,7,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090120,0.002,0.200,0.017,0.015,16,4,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090121,0.001,0.200,0.019,0.011,9,4,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090122,0.002,0.200,0.022,0.008,8,5,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090123,0.002,0.200,0.025,0.005,8,6,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090124,0.002,0.200,0.020,0.009,11,6,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090201,0.002,0.200,0.023,0.006,11,5,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090202,0.002,0.200,0.015,0.013,11,3,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090203,0.002,0.300,0.012,0.012,16,10,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090204,0.002,0.300,0.012,0.012,15,10,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090205,0.002,0.300,0.008,0.015,13,8,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090206,0.002,0.300,0.011,0.013,17,11,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090207,0.002,0.300,0.006,0.019,15,9,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090208,0.002,0.300,0.005,0.022,14,8,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090209,0.002,0.300,0.009,0.021,22,10,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090210,0.002,0.300,0.017,0.016,35,11,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090211,0.003,0.200,0.027,0.011,24,10,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090212,0.003,0.200,0.032,0.011,23,9,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090213,0.003,0.200,0.034,0.010,27,5,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090214,0.003,0.200,0.032,0.013,20,5,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090215,0.004,0.200,0.029,0.014,23,4,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090216,0.005,0.200,0.023,0.015,20,9,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090217,0.004,0.200,0.026,0.013,28,9,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090218,0.003,0.200,0.023,0.013,15,8,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090219,0.002,0.200,0.021,0.012,23,5,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090220,0.002,0.200,0.020,0.009,18,7,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090221,0.002,0.200,0.019,0.009,12,5,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090222,0.002,0.200,0.019,0.008,13,8,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090223,0.003,0.200,0.018,0.008,14,7,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090224,0.003,0.200,0.014,0.012,8,5,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090301,0.002,0.200,0.017,0.009,19,5,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090302,0.002,0.200,0.020,0.006,8,5,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090303,0.002,0.200,0.014,0.011,9,4,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090304,0.002,0.200,0.010,0.013,20,7,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090305,0.002,0.300,0.007,0.014,33,14,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090306,0.002,0.300,0.010,0.012,21,11,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090307,0.002,0.200,0.008,0.014,27,11,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090308,0.002,0.300,0.008,0.015,21,7,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090309,0.004,0.400,0.014,0.013,22,13,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090310,0.003,0.300,0.024,0.008,20,10,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090311,0.003,0.200,0.031,0.007,10,6,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090312,0.002,0.200,0.031,0.007,9,5,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090313,0.002,0.200,0.030,0.005,8,5,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090314,0.002,0.200,0.029,0.007,20,5,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090315,0.002,0.200,0.028,0.007,20,4,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090316,0.002,0.200,0.027,0.007,16,4,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090317,0.002,0.200,0.026,0.006,12,7,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090318,0.002,0.200,0.025,0.007,16,8,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090319,0.002,0.200,0.023,0.008,16,9,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090320,0.002,0.200,0.023,0.008,12,5,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090321,0.002,0.200,0.024,0.007,13,4,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090322,0.003,0.200,0.023,0.007,10,4,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017090323,0.002,0.200,0.024,0.007,8,4,부산 사하구 장림로 161번길 2
