지역,망,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
부산 사하구,도시대기,221202,장림동,2017020101,0.004,0.300,0.010,0.030,53,41,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020102,0.003,0.300,0.015,0.022,44,30,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020103,0.003,0.300,0.015,0.022,35,27,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020104,0.004,0.600,0.013,0.025,38,25,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020105,0.004,0.600,0.020,0.018,75,50,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020106,0.004,0.500,0.021,0.020,82,55,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020107,0.004,0.400,0.015,0.028,60,41,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020108,0.004,0.400,0.013,0.031,55,36,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020109,0.004,0.300,0.014,0.032,63,32,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020110,0.005,0.300,0.014,0.033,67,34,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020111,0.005,0.400,0.017,0.029,72,43,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020112,0.005,0.400,0.020,0.026,57,36,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020113,0.005,0.300,0.025,0.022,55,38,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020114,0.005,0.300,0.029,0.022,47,35,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020115,0.005,0.300,0.030,0.023,54,38,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020116,0.006,0.300,0.029,0.025,57,34,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020117,0.004,0.300,0.027,0.028,55,37,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020118,0.006,0.400,0.015,0.040,57,37,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020119,0.006,0.400,0.006,0.051,66,43,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020120,0.005,0.400,0.007,0.047,74,46,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020121,0.004,0.300,0.016,0.034,79,55,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020122,0.005,0.300,0.015,0.033,74,58,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020123,0.005,0.400,0.014,0.033,79,52,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020124,0.004,0.300,0.021,0.024,80,59,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020201,0.004,0.300,0.022,0.022,58,39,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020202,0.003,0.300,0.024,0.019,40,27,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020203,0.004,0.300,0.026,0.018,42,29,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020204,0.004,0.300,0.020,0.023,48,32,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020205,0.004,0.300,0.023,0.019,60,39,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020206,0.004,0.300,0.021,0.020,48,29,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020207,0.004,0.300,0.018,0.025,47,31,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020208,0.004,0.300,0.010,0.034,44,28,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020209,0.004,0.300,0.013,0.035,52,34,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020210,0.005,0.300,0.017,0.031,62,34,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020211,0.005,0.500,0.019,0.029,69,36,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017020212,0.007,0.300,0.021,0.027,60,33,부산 사하구 장림로 161번길 2
