지역,망,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
부산 사하구,도시대기,221202,장림동,2017030101,0.006,0.500,0.001,0.058,92,75,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030102,0.005,0.400,0.001,0.054,60,46,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030103,0.005,0.500,0.001,0.054,58,43,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030104,0.004,0.500,0.001,0.052,69,55,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030105,0.004,0.500,0.001,0.049,78,72,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030106,0.005,0.600,0.001,0.048,90,71,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030107,0.005,0.600,0.001,0.047,90,68,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030108,0.005,0.600,0.001,0.050,123,75,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030109,0.005,0.700,0.002,0.051,85,49,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030110,0.006,0.600,0.004,0.052,133,69,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030111,0.006,0.500,0.011,0.049,81,53,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030112,0.008,0.400,0.038,0.030,85,57,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030113,0.006,0.300,0.060,0.018,68,42,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030114,0.006,0.300,0.060,0.018,54,40,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030115,0.007,0.300,0.053,0.020,50,35,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030116,0.006,0.300,0.054,0.016,46,32,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030117,0.005,0.300,0.049,0.018,39,24,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030118,0.004,0.300,0.048,0.016,36,26,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030119,0.005,0.300,0.047,0.017,34,18,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030120,0.005,0.300,0.049,0.016,37,20,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030121,0.004,0.300,0.043,0.020,30,28,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030122,0.004,0.400,0.032,0.030,29,28,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030123,0.003,0.300,0.045,0.015,42,28,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030124,0.003,0.300,0.039,0.017,30,17,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030201,0.003,0.300,0.042,0.013,24,17,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017030202,0.003,0.300,0.037,0.016,22,13,부산 사하구 장림로 161번길 2
