지역,망,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
부산 사하구,도시대기,221202,장림동,2017080101,0.003,0.300,0.014,0.020,38,30,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080102,0.002,0.300,0.009,0.022,38,30,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080103,0.002,0.300,0.010,0.017,49,40,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080104,0.002,0.300,0.012,0.015,49,35,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080105,0.002,0.200,0.017,0.011,32,28,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080106,0.002,0.200,0.012,0.015,28,23,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080107,0.002,0.200,0.007,0.019,35,25,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080108,0.002,0.300,0.005,0.023,40,21,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080109,0.002,0.300,0.008,0.023,48,36,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080110,0.002,0.300,0.016,0.024,49,33,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080111,0.002,0.300,0.033,0.019,46,37,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080112,0.003,0.300,0.049,0.018,43,30,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080113,0.005,0.200,0.062,0.015,44,30,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080114,0.004,0.200,0.056,0.015,42,33,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080115,0.004,0.200,0.056,0.010,45,32,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080116,0.004,0.200,0.052,0.013,37,29,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080117,0.004,0.200,0.046,0.017,46,35,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080118,0.003,0.200,0.032,0.018,42,31,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080119,0.003,0.300,0.033,0.024,27,23,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080120,0.002,0.400,0.034,0.021,40,32,부산 사하구 장림로 161번길 2
부산 사하구,도시대기,221202,장림동,2017080121,0.002,0.300,0.025,0.020,47,38,부산 사하구 장림로 161번길 2
