time,PV,PM10,PM25,SO2,CO,O3,NO2,기온,강수량,습도,풍속,풍향,증기압,이슬점온도,현지기압,해면기압,일조,일사,지면온도
2016-01-01 01:00:00,0,-1,-1,-1,-1,-1,-1,2.8,,54,7,340,4,-5.6,1022.9,1031.7,,,-.8
2016-01-01 02:00:00,0,-1,-1,-1,-1,-1,-1,2.5,,56,5.2,320,4.1,-5.4,1022.9,1031.7,,,-1.4
2016-01-01 03:00:00,0,-1,-1,-1,-1,-1,-1,2.2,,51,1.4,270,3.6,-6.9,1023,1031.8,,,-2.2
2016-01-01 04:00:00,0,-1,-1,-1,-1,-1,-1,1.6,,60,2.5,290,4.1,-5.3,1022.8,1031.6,,,-2
2016-01-01 05:00:00,0,-1,-1,-1,-1,-1,-1,2.1,,55,6.3,340,3.9,-6,1022.3,1031.1,,,-1.7
2016-01-01 06:00:00,0,-1,-1,-1,-1,-1,-1,1.6,,59,6.4,360,4.1,-5.5,1022.2,1031,,,-1.8
2016-01-01 07:00:00,0,-1,-1,-1,-1,-1,-1,1.9,,56,3.4,340,3.9,-5.9,1022.7,1031.5,,,-2.1
2016-01-01 08:00:00,3.6,-1,-1,-1,-1,-1,-1,1.5,,58,6.4,340,4,-5.8,1023.1,1031.9,.3,.04,-1.7
2016-01-01 09:00:00,35.28,-1,-1,-1,-1,-1,-1,2.6,,53,5.1,340,3.9,-6,1023.6,1032.4,1,.48,-.8
2016-01-01 10:00:00,77.76,-1,-1,-1,-1,-1,-1,3.7,,46,5.4,340,3.7,-6.8,1023.8,1032.6,1,1.15,5.3
2016-01-01 11:00:00,93.84,-1,-1,-1,-1,-1,-1,6.4,,40,3.4,340,3.8,-6.2,1023.2,1031.9,1,1.63,12
2016-01-01 12:00:00,101.76,-1,-1,-1,-1,-1,-1,8.4,,37,1.9,290,4.1,-5.4,1022.8,1031.4,1,1.85,16.3
2016-01-01 13:00:00,102.96,-1,-1,-1,-1,-1,-1,9.2,,36,4.9,250,4.2,-5.1,1021.7,1030.3,1,1.8,17.9
2016-01-01 14:00:00,105.6,-1,-1,-1,-1,-1,-1,10.2,,36,3.6,290,4.5,-4.2,1020.5,1029,1,1.72,18.9
2016-01-01 15:00:00,78.24,-1,-1,-1,-1,-1,-1,10.3,,38,4.1,250,4.8,-3.4,1019.8,1028.3,1,1.51,18.2
2016-01-01 16:00:00,32.64,-1,-1,-1,-1,-1,-1,9.1,,40,3.6,250,4.6,-3.8,1019.9,1028.4,1,.94,13.2
2016-01-01 17:00:00,5.76,-1,-1,-1,-1,-1,-1,7.7,,45,3.5,250,4.7,-3.5,1020.1,1028.7,1,.31,7.6
2016-01-01 18:00:00,0,-1,-1,-1,-1,-1,-1,6.5,,49,4.4,270,4.8,-3.4,1020,1028.7,0,.01,4.2
2016-01-01 19:00:00,0,-1,-1,-1,-1,-1,-1,6.2,,53,6.3,270,5,-2.6,1020.3,1029,,,2.7
2016-01-01 20:00:00,0,-1,-1,-1,-1,-1,-1,5.9,,62,5.2,270,5.8,-.8,1020,1028.7,,,2
2016-01-01 21:00:00,0,-1,-1,-1,-1,-1,-1,5.6,,67,3.6,290,6.1,0,1019.8,1028.5,,,1.4
2016-01-01 22:00:00,0,-1,-1,-1,-1,-1,-1,5.4,,65,3.7,270,5.8,-.6,1019.7,1028.4,,,1
2016-01-01 23:00:00,0,-1,-1,-1,-1,-1,-1,5.6,,63,6.2,270,5.7,-.9,1019.2,1027.9,,,.7
2016-01-02 00:00:00,0,-1,-1,-1,-1,-1,-1,5.5,,63,6,250,5.7,-.9,1019,1027.7,,,.6
2016-01-02 01:00:00,0,-1,-1,-1,-1,-1,-1,5.3,,58,6.3,270,5.2,-2.3,1018.6,1027.3,,,.7
2016-01-02 02:00:00,0,-1,-1,-1,-1,-1,-1,4.9,,60,6.4,270,5.2,-2.2,1018.5,1027.2,,,.3
2016-01-02 03:00:00,0,-1,-1,-1,-1,-1,-1,4.7,,63,5.4,270,5.4,-1.7,1018.3,1027,,,0
2016-01-02 04:00:00,0,-1,-1,-1,-1,-1,-1,5.1,,64,6.1,270,5.6,-1.1,1017.6,1026.3,,,.7
2016-01-02 05:00:00,0,-1,-1,-1,-1,-1,-1,5.7,,63,4.1,270,5.8,-.8,1017.1,1025.8,,,1.7
2016-01-02 06:00:00,0,-1,-1,-1,-1,-1,-1,4.8,,64,3.6,320,5.5,-1.4,1016.7,1025.4,,,.8
2016-01-02 07:00:00,0,-1,-1,-1,-1,-1,-1,4.6,,64,4.6,340,5.4,-1.6,1017.1,1025.8,,,.6
2016-01-02 08:00:00,2.4,-1,-1,-1,-1,-1,-1,4.9,,60,3.6,340,5.2,-2.2,1017.4,1026.1,0,.01,.7
2016-01-02 09:00:00,19.44,-1,-1,-1,-1,-1,-1,6.4,,55,1.3,250,5.3,-2,1017.5,1026.1,.3,.31,4.3
2016-01-02 10:00:00,36.72,-1,-1,-1,-1,-1,-1,8.1,,58,2.8,270,6.2,.3,1017.6,1026.2,.4,.56,7.1
2016-01-02 11:00:00,61.68,-1,-1,-1,-1,-1,-1,10.9,,54,3.8,250,7,1.9,1017.1,1025.6,.9,1.28,13.8
2016-01-02 12:00:00,51.12,-1,-1,-1,-1,-1,-1,9.7,,56,5.2,250,6.7,1.3,1016.2,1024.7,.6,.95,13.4
2016-01-02 13:00:00,45.12,-1,-1,-1,-1,-1,-1,10.3,,58,5,270,7.2,2.3,1014.8,1023.3,.5,.99,13.7
2016-01-02 14:00:00,52.56,-1,-1,-1,-1,-1,-1,11.1,,58,5.1,250,7.6,3.1,1013.8,1022.3,.9,1.16,15.6
2016-01-02 15:00:00,40.56,-1,-1,-1,-1,-1,-1,11.4,,57,5.9,250,7.6,3.1,1013.4,1021.8,.7,.79,14.6
2016-01-02 16:00:00,16.08,-1,-1,-1,-1,-1,-1,11.2,,59,4.8,270,7.8,3.4,1013.3,1021.7,.4,.59,12.7
2016-01-02 17:00:00,3.36,-1,-1,-1,-1,-1,-1,10.5,,63,3.1,270,8,3.7,1013.3,1021.8,.4,.21,9.2
2016-01-02 18:00:00,0,-1,-1,-1,-1,-1,-1,9.5,,63,1.2,270,7.4,2.7,1013.4,1021.9,0,.01,6.7
2016-01-02 19:00:00,0,-1,-1,-1,-1,-1,-1,8.9,,68,2.3,270,7.7,3.3,1013.3,1021.8,,,5.3
