지역,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
경남 하동군,238161,하동읍,2016100101,0.002,0.300,0.021,0.003,28,9,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100102,0.002,0.300,0.022,0.003,20,8,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100103,0.002,0.300,0.020,0.003,28,8,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100104,0.002,0.300,0.021,0.002,23,9,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100105,0.002,0.300,0.018,0.003,29,8,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100106,0.002,0.300,0.017,0.003,26,9,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100107,0.002,0.300,0.014,0.003,24,14,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100108,0.002,0.300,0.013,0.005,29,12,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100109,0.002,0.300,0.013,0.006,21,13,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100110,0.002,0.300,0.019,0.005,25,15,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100111,0.002,0.300,0.020,0.004,26,12,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100112,0.002,0.300,0.025,0.004,31,9,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100113,0.002,0.300,0.035,0.003,21,6,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100114,0.002,0.300,0.035,0.003,23,10,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100115,0.002,0.300,0.034,0.003,20,11,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100116,0.002,0.300,0.033,0.003,24,14,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100117,0.002,0.300,0.027,0.008,26,14,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100118,0.002,0.300,0.021,0.008,25,15,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100119,0.002,0.400,0.013,0.013,25,17,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100120,0.002,0.300,0.010,0.010,28,18,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100121,0.002,0.300,0.010,0.007,32,19,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100122,0.001,0.300,0.009,0.008,31,18,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100123,0.001,0.300,0.010,0.006,30,15,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100124,0.001,0.300,0.010,0.005,26,16,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100201,0.001,0.300,0.010,0.004,26,14,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100202,0.001,0.300,0.008,0.004,25,14,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100203,0.002,0.300,0.007,0.003,29,16,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100204,0.002,0.300,0.007,0.003,25,12,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100205,0.002,0.300,0.008,0.003,26,14,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100206,0.002,0.300,0.011,0.004,31,17,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100207,0.002,0.300,0.009,0.005,29,14,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100208,0.002,0.300,0.010,0.005,32,16,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100209,0.002,0.300,0.013,0.004,32,12,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100210,0.002,0.300,0.020,0.003,32,11,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100211,0.002,0.300,0.022,0.003,25,9,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100212,0.002,0.300,0.026,0.003,30,10,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100213,0.002,0.300,0.030,0.003,33,17,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100214,0.002,0.300,0.033,0.002,29,20,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100215,0.002,0.300,0.031,0.002,28,20,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100216,0.002,0.300,0.030,0.003,18,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100217,0.002,0.300,0.030,0.003,31,22,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100218,0.002,0.300,0.027,0.004,27,19,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100219,0.002,0.300,0.016,0.006,29,22,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100220,0.002,0.300,0.013,0.008,36,16,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100221,0.002,0.400,0.009,0.011,39,31,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100222,0.002,0.400,0.010,0.009,36,19,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100223,0.002,0.400,0.007,0.008,24,,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100224,0.002,0.300,0.009,0.006,38,21,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100301,0.002,0.400,0.007,0.009,46,23,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100302,0.002,0.300,0.007,0.007,46,27,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100303,0.002,0.300,0.006,0.007,35,25,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100304,0.002,0.300,0.007,0.005,47,28,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100305,0.002,0.300,0.005,0.005,49,22,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100306,0.002,0.300,0.005,0.006,50,23,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100307,0.002,0.400,0.005,0.006,44,24,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100308,0.002,0.400,0.006,0.006,46,24,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100309,0.002,0.400,0.008,0.004,46,26,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100310,0.002,0.300,0.011,0.004,38,22,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100311,0.002,0.200,0.014,0.003,35,18,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100312,0.002,0.200,0.016,0.003,28,12,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100313,0.002,0.200,0.017,0.003,30,17,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100314,0.002,0.200,0.017,0.004,26,13,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100315,0.002,0.200,0.014,0.003,26,11,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100316,0.001,0.200,0.014,0.004,26,13,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100317,0.001,0.200,0.013,0.005,23,9,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100318,0.001,0.200,0.009,0.007,21,7,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100319,0.002,0.300,0.003,0.010,26,7,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100320,0.002,0.300,0.002,0.009,28,7,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100321,0.002,0.300,0.002,0.007,30,7,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100322,0.002,0.300,0.003,0.005,30,5,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100323,0.002,0.200,0.005,0.003,27,4,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100324,0.002,0.200,0.006,0.003,26,4,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100401,0.002,0.200,0.006,0.002,26,4,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100402,0.002,0.200,0.007,0.002,27,6,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100403,0.002,0.200,0.009,0.002,29,8,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100404,0.002,0.200,0.011,0.002,27,9,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100405,0.002,0.200,0.012,0.002,22,9,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100406,0.002,0.200,0.011,0.003,34,8,경남 하동군 하동읍 읍내리
경남 하동군,238161,하동읍,2016100407,0.002,0.300,0.009,0.004,35,12,경남 하동군 하동읍 읍내리
