지역,측정소명,측정소코드,측정일시,SO2,CO,O3,NO2,PM10,주소
부산 사하구,장림동,221202,2013010518,0.006,0.300,0.018,0.038,46,부산 사하구 장림동
부산 사하구,장림동,221202,2013010519,0.006,0.300,0.013,0.043,54,부산 사하구 장림동
부산 사하구,장림동,221202,2013010520,0.006,0.300,0.016,0.037,57,부산 사하구 장림동
부산 사하구,장림동,221202,2013010521,0.007,0.300,0.014,0.037,43,부산 사하구 장림동
부산 사하구,장림동,221202,2013010522,0.006,0.300,0.020,0.028,59,부산 사하구 장림동
부산 사하구,장림동,221202,2013010523,0.006,0.300,0.020,0.027,40,부산 사하구 장림동
부산 사하구,장림동,221202,2013010524,0.007,0.300,0.019,0.027,49,부산 사하구 장림동
부산 사하구,장림동,221202,2013010601,0.006,0.300,0.024,0.021,50,부산 사하구 장림동
부산 사하구,장림동,221202,2013010602,0.007,0.300,0.026,0.019,58,부산 사하구 장림동
부산 사하구,장림동,221202,2013010603,0.008,0.300,0.025,0.019,57,부산 사하구 장림동
부산 사하구,장림동,221202,2013010604,0.009,0.400,0.025,0.019,64,부산 사하구 장림동
부산 사하구,장림동,221202,2013010605,0.009,0.400,0.023,0.019,59,부산 사하구 장림동
부산 사하구,장림동,221202,2013010606,0.009,0.400,0.021,0.020,68,부산 사하구 장림동
부산 사하구,장림동,221202,2013010607,0.010,0.400,0.016,0.027,64,부산 사하구 장림동
부산 사하구,장림동,221202,2013010608,0.010,0.500,0.013,0.030,72,부산 사하구 장림동
부산 사하구,장림동,221202,2013010609,0.010,0.500,0.014,0.030,66,부산 사하구 장림동
부산 사하구,장림동,221202,2013010610,0.010,0.500,0.016,0.029,73,부산 사하구 장림동
부산 사하구,장림동,221202,2013010611,0.009,0.400,0.022,0.025,72,부산 사하구 장림동
부산 사하구,장림동,221202,2013010612,0.009,0.400,0.026,0.023,69,부산 사하구 장림동
부산 사하구,장림동,221202,2013010613,0.008,0.400,0.028,0.023,62,부산 사하구 장림동
부산 사하구,장림동,221202,2013010614,0.008,0.400,0.029,0.023,61,부산 사하구 장림동
부산 사하구,장림동,221202,2013010615,0.008,0.400,0.029,0.026,52,부산 사하구 장림동
부산 사하구,장림동,221202,2013010616,0.008,0.400,0.030,0.026,53,부산 사하구 장림동
부산 사하구,장림동,221202,2013010617,0.007,0.400,0.026,0.031,64,부산 사하구 장림동
부산 사하구,장림동,221202,2013010618,0.007,0.400,0.017,0.041,60,부산 사하구 장림동
부산 사하구,장림동,221202,2013010619,0.007,0.500,0.011,0.048,72,부산 사하구 장림동
부산 사하구,장림동,221202,2013010620,0.009,0.500,0.006,0.053,80,부산 사하구 장림동
부산 사하구,장림동,221202,2013010621,0.008,0.500,0.007,0.053,88,부산 사하구 장림동
부산 사하구,장림동,221202,2013010622,0.008,0.400,0.009,0.046,83,부산 사하구 장림동
부산 사하구,장림동,221202,2013010623,0.008,0.400,0.012,0.041,69,부산 사하구 장림동
부산 사하구,장림동,221202,2013010624,0.007,0.400,0.020,0.029,62,부산 사하구 장림동
부산 사하구,장림동,221202,2013010701,0.008,0.400,0.019,0.029,45,부산 사하구 장림동
부산 사하구,장림동,221202,2013010702,0.007,0.400,0.020,0.026,57,부산 사하구 장림동
부산 사하구,장림동,221202,2013010703,0.006,0.300,0.024,0.022,50,부산 사하구 장림동
부산 사하구,장림동,221202,2013010704,0.006,0.300,0.025,0.019,44,부산 사하구 장림동
부산 사하구,장림동,221202,2013010705,0.007,0.300,0.019,0.026,37,부산 사하구 장림동
부산 사하구,장림동,221202,2013010706,0.006,0.300,0.016,0.031,41,부산 사하구 장림동
부산 사하구,장림동,221202,2013010707,0.006,0.300,0.012,0.037,48,부산 사하구 장림동
부산 사하구,장림동,221202,2013010708,0.007,0.500,0.006,0.049,43,부산 사하구 장림동
부산 사하구,장림동,221202,2013010709,0.007,0.400,0.007,0.049,59,부산 사하구 장림동
부산 사하구,장림동,221202,2013010710,0.006,0.400,0.010,0.046,88,부산 사하구 장림동
부산 사하구,장림동,221202,2013010711,0.007,0.400,0.010,0.047,85,부산 사하구 장림동
부산 사하구,장림동,221202,2013010712,0.006,0.300,0.015,0.041,98,부산 사하구 장림동
부산 사하구,장림동,221202,2013010713,0.005,0.300,0.018,0.039,72,부산 사하구 장림동
부산 사하구,장림동,221202,2013010714,0.005,0.300,0.018,0.039,56,부산 사하구 장림동
부산 사하구,장림동,221202,2013010715,0.006,0.300,0.017,0.042,70,부산 사하구 장림동
부산 사하구,장림동,221202,2013010716,0.005,0.300,0.014,0.045,89,부산 사하구 장림동
부산 사하구,장림동,221202,2013010717,0.011,0.400,0.009,0.053,60,부산 사하구 장림동
부산 사하구,장림동,221202,2013010718,0.012,0.400,0.006,0.055,75,부산 사하구 장림동
부산 사하구,장림동,221202,2013010719,0.009,0.400,0.005,0.057,73,부산 사하구 장림동
부산 사하구,장림동,221202,2013010720,0.011,0.500,0.006,0.052,83,부산 사하구 장림동
부산 사하구,장림동,221202,2013010721,0.008,0.400,0.008,0.047,75,부산 사하구 장림동
부산 사하구,장림동,221202,2013010722,0.008,0.400,0.011,0.043,65,부산 사하구 장림동
부산 사하구,장림동,221202,2013010723,0.008,0.400,0.017,0.034,56,부산 사하구 장림동
부산 사하구,장림동,221202,2013010724,0.008,0.400,0.018,0.032,64,부산 사하구 장림동
부산 사하구,장림동,221202,2013010801,0.008,0.400,0.020,0.029,59,부산 사하구 장림동
부산 사하구,장림동,221202,2013010802,0.008,0.600,0.021,0.026,60,부산 사하구 장림동
부산 사하구,장림동,221202,2013010803,0.014,0.500,0.021,0.025,76,부산 사하구 장림동
부산 사하구,장림동,221202,2013010804,0.008,0.400,0.021,0.025,74,부산 사하구 장림동
부산 사하구,장림동,221202,2013010805,0.008,0.500,0.018,0.029,72,부산 사하구 장림동
부산 사하구,장림동,221202,2013010806,0.015,0.500,0.016,0.032,77,부산 사하구 장림동
부산 사하구,장림동,221202,2013010807,0.014,0.500,0.008,0.043,86,부산 사하구 장림동
부산 사하구,장림동,221202,2013010808,0.013,0.500,0.005,0.051,92,부산 사하구 장림동
부산 사하구,장림동,221202,2013010809,0.014,0.600,0.006,0.051,107,부산 사하구 장림동
부산 사하구,장림동,221202,2013010810,0.012,0.500,0.009,0.046,137,부산 사하구 장림동
부산 사하구,장림동,221202,2013010811,0.010,0.500,0.009,0.050,128,부산 사하구 장림동
부산 사하구,장림동,221202,2013010812,0.011,0.500,0.014,0.046,139,부산 사하구 장림동
부산 사하구,장림동,221202,2013010813,0.010,0.400,0.020,0.040,120,부산 사하구 장림동
부산 사하구,장림동,221202,2013010814,0.010,0.500,0.020,0.042,93,부산 사하구 장림동
부산 사하구,장림동,221202,2013010815,0.011,0.500,0.020,0.043,102,부산 사하구 장림동
부산 사하구,장림동,221202,2013010816,0.013,0.400,0.016,0.047,105,부산 사하구 장림동
부산 사하구,장림동,221202,2013010817,0.015,0.500,0.011,0.052,98,부산 사하구 장림동
부산 사하구,장림동,221202,2013010818,0.019,0.500,0.008,0.055,107,부산 사하구 장림동
부산 사하구,장림동,221202,2013010819,0.012,0.500,0.004,0.060,111,부산 사하구 장림동
부산 사하구,장림동,221202,2013010820,0.011,0.500,0.006,0.054,116,부산 사하구 장림동
부산 사하구,장림동,221202,2013010821,0.012,0.800,0.011,0.045,92,부산 사하구 장림동
부산 사하구,장림동,221202,2013010822,0.010,0.400,0.012,0.041,97,부산 사하구 장림동
부산 사하구,장림동,221202,2013010823,0.010,0.400,0.017,0.035,92,부산 사하구 장림동
부산 사하구,장림동,221202,2013010824,0.010,0.500,0.016,0.034,111,부산 사하구 장림동
부산 사하구,장림동,221202,2013010901,0.011,0.500,0.015,0.036,89,부산 사하구 장림동
부산 사하구,장림동,221202,2013010902,0.010,0.500,0.015,0.036,106,부산 사하구 장림동
부산 사하구,장림동,221202,2013010903,0.012,0.600,0.018,0.032,99,부산 사하구 장림동
부산 사하구,장림동,221202,2013010904,0.013,0.600,0.022,0.028,113,부산 사하구 장림동
부산 사하구,장림동,221202,2013010905,0.013,0.600,0.020,0.029,121,부산 사하구 장림동
부산 사하구,장림동,221202,2013010906,0.013,0.600,0.017,0.032,115,부산 사하구 장림동
부산 사하구,장림동,221202,2013010907,0.013,0.600,0.013,0.039,105,부산 사하구 장림동
부산 사하구,장림동,221202,2013010908,0.012,0.600,0.010,0.044,109,부산 사하구 장림동
부산 사하구,장림동,221202,2013010909,0.011,0.500,0.010,0.046,99,부산 사하구 장림동
부산 사하구,장림동,221202,2013010910,0.011,0.400,0.014,0.040,113,부산 사하구 장림동
부산 사하구,장림동,221202,2013010911,0.009,0.400,0.017,0.036,93,부산 사하구 장림동
부산 사하구,장림동,221202,2013010912,0.009,0.400,0.020,0.033,87,부산 사하구 장림동
부산 사하구,장림동,221202,2013010913,0.010,0.300,0.024,0.030,88,부산 사하구 장림동
부산 사하구,장림동,221202,2013010914,0.010,0.300,0.024,0.032,72,부산 사하구 장림동
부산 사하구,장림동,221202,2013010915,0.012,0.300,0.021,0.036,74,부산 사하구 장림동
부산 사하구,장림동,221202,2013010916,0.011,0.300,0.021,0.036,80,부산 사하구 장림동
부산 사하구,장림동,221202,2013010917,-999.000,-999.000,-999.000,-999.000,79,부산 사하구 장림동
부산 사하구,장림동,221202,2013010918,0.006,0.400,0.009,0.055,75,부산 사하구 장림동
부산 사하구,장림동,221202,2013010919,0.005,0.400,0.008,0.054,82,부산 사하구 장림동
부산 사하구,장림동,221202,2013010920,0.008,0.400,0.008,0.050,54,부산 사하구 장림동
부산 사하구,장림동,221202,2013010921,0.007,0.300,0.010,0.042,96,부산 사하구 장림동
부산 사하구,장림동,221202,2013010922,0.007,0.300,0.011,0.040,75,부산 사하구 장림동
부산 사하구,장림동,221202,2013010923,0.008,0.300,0.015,0.032,72,부산 사하구 장림동
부산 사하구,장림동,221202,2013010924,0.008,0.300,0.019,0.025,69,부산 사하구 장림동
부산 사하구,장림동,221202,2013011001,0.006,0.200,0.017,0.030,71,부산 사하구 장림동
부산 사하구,장림동,221202,2013011002,0.006,0.300,0.021,0.024,70,부산 사하구 장림동
부산 사하구,장림동,221202,2013011003,0.007,0.300,0.024,0.019,60,부산 사하구 장림동
부산 사하구,장림동,221202,2013011004,0.009,0.400,0.027,0.015,108,부산 사하구 장림동
부산 사하구,장림동,221202,2013011005,0.009,0.400,0.023,0.020,136,부산 사하구 장림동
부산 사하구,장림동,221202,2013011006,0.007,0.400,0.022,0.022,83,부산 사하구 장림동
부산 사하구,장림동,221202,2013011007,0.008,0.400,0.016,0.034,65,부산 사하구 장림동
부산 사하구,장림동,221202,2013011008,0.009,0.400,0.011,0.044,62,부산 사하구 장림동
부산 사하구,장림동,221202,2013011009,0.009,0.400,0.012,0.043,66,부산 사하구 장림동
부산 사하구,장림동,221202,2013011010,0.008,0.400,0.016,0.037,93,부산 사하구 장림동
부산 사하구,장림동,221202,2013011011,0.006,0.300,0.018,0.033,96,부산 사하구 장림동
부산 사하구,장림동,221202,2013011012,0.006,0.300,0.018,0.033,121,부산 사하구 장림동
부산 사하구,장림동,221202,2013011013,0.008,0.300,0.021,0.028,85,부산 사하구 장림동
부산 사하구,장림동,221202,2013011014,0.008,0.300,0.021,0.029,79,부산 사하구 장림동
부산 사하구,장림동,221202,2013011015,0.005,0.300,0.020,0.030,62,부산 사하구 장림동
부산 사하구,장림동,221202,2013011016,0.004,0.300,0.017,0.035,61,부산 사하구 장림동
부산 사하구,장림동,221202,2013011017,0.006,0.300,0.015,0.038,58,부산 사하구 장림동
부산 사하구,장림동,221202,2013011018,0.005,0.300,0.009,0.046,60,부산 사하구 장림동
부산 사하구,장림동,221202,2013011019,0.007,0.400,0.005,0.055,65,부산 사하구 장림동
부산 사하구,장림동,221202,2013011020,0.007,0.400,0.006,0.048,75,부산 사하구 장림동
부산 사하구,장림동,221202,2013011021,0.007,0.400,0.009,0.041,57,부산 사하구 장림동
부산 사하구,장림동,221202,2013011022,0.007,0.400,0.010,0.039,56,부산 사하구 장림동
부산 사하구,장림동,221202,2013011023,0.009,0.400,0.011,0.037,81,부산 사하구 장림동
부산 사하구,장림동,221202,2013011024,0.007,0.300,0.015,0.029,58,부산 사하구 장림동
부산 사하구,장림동,221202,2013011101,0.006,0.300,0.016,0.026,52,부산 사하구 장림동
부산 사하구,장림동,221202,2013011102,0.006,0.500,0.017,0.025,36,부산 사하구 장림동
부산 사하구,장림동,221202,2013011103,0.009,0.400,0.015,0.028,46,부산 사하구 장림동
부산 사하구,장림동,221202,2013011104,0.009,0.400,0.014,0.030,75,부산 사하구 장림동
부산 사하구,장림동,221202,2013011105,0.010,0.400,0.013,0.032,72,부산 사하구 장림동
부산 사하구,장림동,221202,2013011106,0.009,0.400,0.010,0.036,72,부산 사하구 장림동
부산 사하구,장림동,221202,2013011107,0.010,0.400,0.007,0.046,53,부산 사하구 장림동
부산 사하구,장림동,221202,2013011108,0.011,0.500,0.005,0.055,62,부산 사하구 장림동
부산 사하구,장림동,221202,2013011109,0.011,0.500,0.007,0.056,83,부산 사하구 장림동
부산 사하구,장림동,221202,2013011110,0.010,0.500,0.008,0.055,102,부산 사하구 장림동
부산 사하구,장림동,221202,2013011111,0.010,0.500,0.009,0.054,113,부산 사하구 장림동
부산 사하구,장림동,221202,2013011112,0.010,0.500,0.011,0.052,103,부산 사하구 장림동
부산 사하구,장림동,221202,2013011113,0.008,0.400,0.017,0.041,108,부산 사하구 장림동
부산 사하구,장림동,221202,2013011114,0.007,0.400,0.017,0.043,82,부산 사하구 장림동
부산 사하구,장림동,221202,2013011115,0.006,0.300,0.019,0.040,74,부산 사하구 장림동
부산 사하구,장림동,221202,2013011116,0.011,0.400,0.013,0.052,61,부산 사하구 장림동
부산 사하구,장림동,221202,2013011117,0.010,0.400,0.008,0.059,78,부산 사하구 장림동
부산 사하구,장림동,221202,2013011118,0.007,0.500,0.005,0.069,93,부산 사하구 장림동
부산 사하구,장림동,221202,2013011119,0.008,0.500,0.004,0.073,108,부산 사하구 장림동
부산 사하구,장림동,221202,2013011120,0.007,0.500,0.004,0.069,90,부산 사하구 장림동
부산 사하구,장림동,221202,2013011121,0.007,0.400,0.004,0.064,80,부산 사하구 장림동
부산 사하구,장림동,221202,2013011122,0.008,0.500,0.004,0.064,76,부산 사하구 장림동
부산 사하구,장림동,221202,2013011123,0.013,0.600,0.004,0.068,86,부산 사하구 장림동
부산 사하구,장림동,221202,2013011124,0.031,0.700,0.004,0.065,80,부산 사하구 장림동
부산 사하구,장림동,221202,2013011201,0.014,0.600,0.004,0.070,94,부산 사하구 장림동
부산 사하구,장림동,221202,2013011202,0.018,0.600,0.004,0.065,116,부산 사하구 장림동
부산 사하구,장림동,221202,2013011203,0.017,0.500,0.004,0.058,101,부산 사하구 장림동
부산 사하구,장림동,221202,2013011204,0.011,0.500,0.004,0.057,102,부산 사하구 장림동
부산 사하구,장림동,221202,2013011205,0.010,0.500,0.004,0.056,117,부산 사하구 장림동
부산 사하구,장림동,221202,2013011206,0.011,0.600,0.004,0.057,111,부산 사하구 장림동
부산 사하구,장림동,221202,2013011207,0.015,0.700,0.004,0.061,114,부산 사하구 장림동
부산 사하구,장림동,221202,2013011208,0.019,0.800,0.004,0.063,135,부산 사하구 장림동
부산 사하구,장림동,221202,2013011209,0.014,0.800,0.005,0.067,89,부산 사하구 장림동
부산 사하구,장림동,221202,2013011210,0.016,0.700,0.006,0.064,90,부산 사하구 장림동
부산 사하구,장림동,221202,2013011211,0.014,0.600,0.008,0.066,102,부산 사하구 장림동
부산 사하구,장림동,221202,2013011212,0.009,0.400,0.019,0.040,95,부산 사하구 장림동
부산 사하구,장림동,221202,2013011213,0.011,0.400,0.022,0.037,52,부산 사하구 장림동
부산 사하구,장림동,221202,2013011214,0.014,0.600,0.021,0.041,39,부산 사하구 장림동
부산 사하구,장림동,221202,2013011215,0.013,0.500,0.023,0.039,50,부산 사하구 장림동
부산 사하구,장림동,221202,2013011216,0.013,0.500,0.022,0.041,52,부산 사하구 장림동
부산 사하구,장림동,221202,2013011217,0.010,0.500,0.022,0.041,46,부산 사하구 장림동
부산 사하구,장림동,221202,2013011218,0.013,0.700,0.008,0.071,55,부산 사하구 장림동
부산 사하구,장림동,221202,2013011219,0.013,1.200,0.004,0.087,73,부산 사하구 장림동
부산 사하구,장림동,221202,2013011220,0.011,1.200,0.004,0.086,93,부산 사하구 장림동
부산 사하구,장림동,221202,2013011221,0.012,1.300,0.004,0.091,88,부산 사하구 장림동
부산 사하구,장림동,221202,2013011222,0.011,1.200,0.004,0.098,102,부산 사하구 장림동
부산 사하구,장림동,221202,2013011223,0.011,1.000,0.004,0.092,102,부산 사하구 장림동
부산 사하구,장림동,221202,2013011224,0.009,0.800,0.004,0.075,140,부산 사하구 장림동
부산 사하구,장림동,221202,2013011301,0.007,0.800,0.004,0.067,131,부산 사하구 장림동
