지역,측정소명,측정소코드,측정일시,SO2,CO,O3,NO2,PM10,주소
부산 사하구,장림동,221202,2013100219,-999.000,-999.000,-999.000,-999.000,-999,부산 사하구 장림동
부산 사하구,장림동,221202,2013100220,0.018,0.400,0.006,0.037,50,부산 사하구 장림동
부산 사하구,장림동,221202,2013100221,0.014,0.500,0.005,0.036,66,부산 사하구 장림동
부산 사하구,장림동,221202,2013100222,0.007,0.400,0.009,0.030,65,부산 사하구 장림동
부산 사하구,장림동,221202,2013100223,0.007,0.400,0.022,0.019,90,부산 사하구 장림동
부산 사하구,장림동,221202,2013100224,0.009,0.400,0.040,0.012,107,부산 사하구 장림동
부산 사하구,장림동,221202,2013100301,0.007,0.400,0.042,0.010,109,부산 사하구 장림동
부산 사하구,장림동,221202,2013100302,0.006,0.300,0.043,0.009,72,부산 사하구 장림동
부산 사하구,장림동,221202,2013100303,0.006,0.500,0.041,0.009,55,부산 사하구 장림동
부산 사하구,장림동,221202,2013100304,0.006,0.300,0.037,0.009,58,부산 사하구 장림동
부산 사하구,장림동,221202,2013100305,0.005,0.300,0.035,0.009,52,부산 사하구 장림동
부산 사하구,장림동,221202,2013100306,0.005,0.300,0.029,0.012,49,부산 사하구 장림동
부산 사하구,장림동,221202,2013100307,0.005,0.300,0.021,0.016,60,부산 사하구 장림동
부산 사하구,장림동,221202,2013100308,0.006,0.400,0.015,0.020,55,부산 사하구 장림동
부산 사하구,장림동,221202,2013100309,0.008,0.400,0.015,0.024,57,부산 사하구 장림동
부산 사하구,장림동,221202,2013100310,0.008,0.400,0.019,0.024,68,부산 사하구 장림동
부산 사하구,장림동,221202,2013100311,0.007,0.300,0.022,0.023,81,부산 사하구 장림동
부산 사하구,장림동,221202,2013100312,0.011,0.300,0.036,0.014,79,부산 사하구 장림동
부산 사하구,장림동,221202,2013100313,0.007,0.300,0.044,0.010,55,부산 사하구 장림동
부산 사하구,장림동,221202,2013100314,0.006,0.200,0.043,0.009,48,부산 사하구 장림동
부산 사하구,장림동,221202,2013100315,0.005,0.200,0.040,0.010,37,부산 사하구 장림동
부산 사하구,장림동,221202,2013100316,0.006,0.200,0.038,0.011,37,부산 사하구 장림동
부산 사하구,장림동,221202,2013100317,0.005,0.200,0.037,0.010,40,부산 사하구 장림동
부산 사하구,장림동,221202,2013100318,0.005,0.200,0.030,0.014,33,부산 사하구 장림동
부산 사하구,장림동,221202,2013100319,0.004,0.300,0.027,0.015,41,부산 사하구 장림동
부산 사하구,장림동,221202,2013100320,0.004,0.300,0.026,0.014,37,부산 사하구 장림동
부산 사하구,장림동,221202,2013100321,0.004,0.300,0.019,0.019,40,부산 사하구 장림동
부산 사하구,장림동,221202,2013100322,0.016,0.400,0.011,0.026,34,부산 사하구 장림동
부산 사하구,장림동,221202,2013100323,0.012,0.400,0.004,0.031,54,부산 사하구 장림동
부산 사하구,장림동,221202,2013100324,0.008,0.400,0.006,0.026,52,부산 사하구 장림동
부산 사하구,장림동,221202,2013100401,0.007,0.300,0.009,0.022,61,부산 사하구 장림동
부산 사하구,장림동,221202,2013100402,0.006,0.300,0.026,0.013,61,부산 사하구 장림동
부산 사하구,장림동,221202,2013100403,0.006,0.300,0.027,0.013,62,부산 사하구 장림동
부산 사하구,장림동,221202,2013100404,0.006,0.300,0.024,0.014,56,부산 사하구 장림동
부산 사하구,장림동,221202,2013100405,0.007,0.300,0.022,0.015,64,부산 사하구 장림동
부산 사하구,장림동,221202,2013100406,0.008,0.300,0.018,0.018,58,부산 사하구 장림동
부산 사하구,장림동,221202,2013100407,0.023,0.300,0.017,0.022,63,부산 사하구 장림동
부산 사하구,장림동,221202,2013100408,0.015,0.400,0.010,0.032,62,부산 사하구 장림동
부산 사하구,장림동,221202,2013100409,0.009,0.400,0.012,0.034,70,부산 사하구 장림동
부산 사하구,장림동,221202,2013100410,0.013,0.400,0.012,0.042,87,부산 사하구 장림동
부산 사하구,장림동,221202,2013100411,0.010,0.400,0.016,0.038,100,부산 사하구 장림동
부산 사하구,장림동,221202,2013100412,0.007,0.300,0.046,0.014,86,부산 사하구 장림동
부산 사하구,장림동,221202,2013100413,0.006,0.300,0.052,0.008,47,부산 사하구 장림동
부산 사하구,장림동,221202,2013100414,0.006,0.300,0.050,0.010,39,부산 사하구 장림동
부산 사하구,장림동,221202,2013100415,0.006,0.300,0.047,0.012,41,부산 사하구 장림동
부산 사하구,장림동,221202,2013100416,0.005,0.200,0.046,0.011,46,부산 사하구 장림동
부산 사하구,장림동,221202,2013100417,0.006,0.200,0.042,0.013,44,부산 사하구 장림동
부산 사하구,장림동,221202,2013100418,0.005,0.200,0.041,0.011,34,부산 사하구 장림동
부산 사하구,장림동,221202,2013100419,0.004,0.200,0.038,0.011,34,부산 사하구 장림동
부산 사하구,장림동,221202,2013100420,0.005,0.200,0.036,0.010,26,부산 사하구 장림동
부산 사하구,장림동,221202,2013100421,0.005,0.200,0.037,0.009,30,부산 사하구 장림동
부산 사하구,장림동,221202,2013100422,0.005,0.200,0.036,0.008,28,부산 사하구 장림동
부산 사하구,장림동,221202,2013100423,0.005,0.200,0.035,0.008,33,부산 사하구 장림동
부산 사하구,장림동,221202,2013100424,0.006,0.200,0.034,0.008,31,부산 사하구 장림동
부산 사하구,장림동,221202,2013100501,0.006,0.300,0.025,0.015,30,부산 사하구 장림동
부산 사하구,장림동,221202,2013100502,0.006,0.300,0.026,0.012,42,부산 사하구 장림동
부산 사하구,장림동,221202,2013100503,0.005,0.300,0.025,0.013,35,부산 사하구 장림동
부산 사하구,장림동,221202,2013100504,0.005,0.200,0.027,0.012,46,부산 사하구 장림동
부산 사하구,장림동,221202,2013100505,0.004,0.200,0.027,0.011,48,부산 사하구 장림동
부산 사하구,장림동,221202,2013100506,0.004,0.200,0.023,0.012,40,부산 사하구 장림동
부산 사하구,장림동,221202,2013100507,0.005,0.300,0.018,0.018,41,부산 사하구 장림동
부산 사하구,장림동,221202,2013100508,0.005,0.300,0.013,0.023,41,부산 사하구 장림동
부산 사하구,장림동,221202,2013100509,0.005,0.300,0.014,0.027,56,부산 사하구 장림동
부산 사하구,장림동,221202,2013100510,0.006,0.200,0.024,0.020,49,부산 사하구 장림동
부산 사하구,장림동,221202,2013100511,0.007,0.300,0.036,0.011,44,부산 사하구 장림동
부산 사하구,장림동,221202,2013100512,0.006,0.200,0.036,0.011,35,부산 사하구 장림동
부산 사하구,장림동,221202,2013100513,0.006,0.200,0.039,0.008,40,부산 사하구 장림동
부산 사하구,장림동,221202,2013100514,0.009,0.200,0.040,0.009,35,부산 사하구 장림동
부산 사하구,장림동,221202,2013100515,0.009,0.300,0.039,0.011,38,부산 사하구 장림동
부산 사하구,장림동,221202,2013100516,0.010,0.200,0.037,0.012,42,부산 사하구 장림동
부산 사하구,장림동,221202,2013100517,0.010,0.200,0.034,0.012,39,부산 사하구 장림동
부산 사하구,장림동,221202,2013100518,0.008,0.200,0.033,0.011,38,부산 사하구 장림동
부산 사하구,장림동,221202,2013100519,0.008,0.200,0.032,0.012,36,부산 사하구 장림동
부산 사하구,장림동,221202,2013100520,0.007,0.200,0.032,0.010,34,부산 사하구 장림동
부산 사하구,장림동,221202,2013100521,0.008,0.200,0.033,0.009,31,부산 사하구 장림동
부산 사하구,장림동,221202,2013100522,0.008,0.200,0.034,0.008,34,부산 사하구 장림동
부산 사하구,장림동,221202,2013100523,0.006,0.200,0.035,0.007,33,부산 사하구 장림동
부산 사하구,장림동,221202,2013100524,0.007,0.200,0.033,0.007,33,부산 사하구 장림동
부산 사하구,장림동,221202,2013100601,0.005,0.200,0.032,0.007,42,부산 사하구 장림동
부산 사하구,장림동,221202,2013100602,0.005,0.200,0.031,0.005,27,부산 사하구 장림동
부산 사하구,장림동,221202,2013100603,0.005,0.200,0.029,0.005,22,부산 사하구 장림동
부산 사하구,장림동,221202,2013100604,0.005,0.200,0.030,0.004,19,부산 사하구 장림동
부산 사하구,장림동,221202,2013100605,0.005,0.200,0.031,0.004,16,부산 사하구 장림동
부산 사하구,장림동,221202,2013100606,0.006,0.200,0.028,0.006,25,부산 사하구 장림동
부산 사하구,장림동,221202,2013100607,0.006,0.200,0.029,0.006,31,부산 사하구 장림동
부산 사하구,장림동,221202,2013100608,0.005,0.200,0.029,0.006,25,부산 사하구 장림동
부산 사하구,장림동,221202,2013100609,0.005,0.200,0.031,0.006,25,부산 사하구 장림동
부산 사하구,장림동,221202,2013100610,0.004,0.200,0.032,0.006,25,부산 사하구 장림동
부산 사하구,장림동,221202,2013100611,0.004,0.200,0.031,0.006,22,부산 사하구 장림동
부산 사하구,장림동,221202,2013100612,0.004,0.200,0.030,0.006,31,부산 사하구 장림동
부산 사하구,장림동,221202,2013100613,0.004,0.200,0.031,0.006,22,부산 사하구 장림동
부산 사하구,장림동,221202,2013100614,0.004,0.200,0.032,0.006,24,부산 사하구 장림동
부산 사하구,장림동,221202,2013100615,0.004,0.200,0.030,0.007,28,부산 사하구 장림동
부산 사하구,장림동,221202,2013100616,0.004,0.200,0.029,0.008,36,부산 사하구 장림동
부산 사하구,장림동,221202,2013100617,0.004,0.200,0.030,0.008,28,부산 사하구 장림동
부산 사하구,장림동,221202,2013100618,0.004,0.200,0.030,0.008,31,부산 사하구 장림동
부산 사하구,장림동,221202,2013100619,0.004,0.200,0.030,0.007,31,부산 사하구 장림동
부산 사하구,장림동,221202,2013100620,0.004,0.200,0.030,0.006,34,부산 사하구 장림동
부산 사하구,장림동,221202,2013100621,0.004,0.200,0.031,0.006,30,부산 사하구 장림동
부산 사하구,장림동,221202,2013100622,0.005,0.200,0.031,0.007,36,부산 사하구 장림동
부산 사하구,장림동,221202,2013100623,0.005,0.200,0.031,0.006,31,부산 사하구 장림동
부산 사하구,장림동,221202,2013100624,0.006,0.200,0.031,0.005,26,부산 사하구 장림동
부산 사하구,장림동,221202,2013100701,0.006,0.200,0.030,0.005,22,부산 사하구 장림동
부산 사하구,장림동,221202,2013100702,0.005,0.200,0.030,0.005,38,부산 사하구 장림동
부산 사하구,장림동,221202,2013100703,0.005,0.200,0.029,0.005,38,부산 사하구 장림동
부산 사하구,장림동,221202,2013100704,0.005,0.200,0.029,0.005,34,부산 사하구 장림동
부산 사하구,장림동,221202,2013100705,0.005,0.200,0.029,0.005,28,부산 사하구 장림동
부산 사하구,장림동,221202,2013100706,0.006,0.200,0.027,0.006,25,부산 사하구 장림동
부산 사하구,장림동,221202,2013100707,0.006,0.200,0.023,0.009,29,부산 사하구 장림동
부산 사하구,장림동,221202,2013100708,0.007,0.200,0.020,0.013,38,부산 사하구 장림동
부산 사하구,장림동,221202,2013100709,0.008,0.300,0.020,0.017,40,부산 사하구 장림동
부산 사하구,장림동,221202,2013100710,0.006,0.200,0.023,0.014,44,부산 사하구 장림동
부산 사하구,장림동,221202,2013100711,0.006,0.200,0.026,0.012,41,부산 사하구 장림동
부산 사하구,장림동,221202,2013100712,0.006,0.200,0.029,0.012,45,부산 사하구 장림동
부산 사하구,장림동,221202,2013100713,0.005,0.200,0.032,0.010,35,부산 사하구 장림동
부산 사하구,장림동,221202,2013100714,0.007,0.200,0.034,0.011,35,부산 사하구 장림동
부산 사하구,장림동,221202,2013100715,0.007,0.200,0.029,0.016,36,부산 사하구 장림동
부산 사하구,장림동,221202,2013100716,0.010,0.200,0.027,0.017,46,부산 사하구 장림동
부산 사하구,장림동,221202,2013100717,0.011,0.300,0.020,0.020,46,부산 사하구 장림동
부산 사하구,장림동,221202,2013100718,0.012,0.300,0.017,0.021,51,부산 사하구 장림동
부산 사하구,장림동,221202,2013100719,0.008,0.300,0.014,0.024,39,부산 사하구 장림동
부산 사하구,장림동,221202,2013100720,0.007,0.300,0.014,0.021,46,부산 사하구 장림동
부산 사하구,장림동,221202,2013100721,0.006,0.300,0.021,0.017,43,부산 사하구 장림동
부산 사하구,장림동,221202,2013100722,0.005,0.200,0.025,0.014,42,부산 사하구 장림동
부산 사하구,장림동,221202,2013100723,0.005,0.200,0.025,0.013,36,부산 사하구 장림동
부산 사하구,장림동,221202,2013100724,0.005,0.200,0.027,0.011,29,부산 사하구 장림동
부산 사하구,장림동,221202,2013100801,0.007,0.200,0.027,0.010,22,부산 사하구 장림동
부산 사하구,장림동,221202,2013100802,0.009,0.200,0.026,0.011,33,부산 사하구 장림동
부산 사하구,장림동,221202,2013100803,0.007,0.200,0.027,0.011,26,부산 사하구 장림동
부산 사하구,장림동,221202,2013100804,0.006,0.200,0.028,0.010,31,부산 사하구 장림동
부산 사하구,장림동,221202,2013100805,0.006,0.200,0.028,0.010,23,부산 사하구 장림동
부산 사하구,장림동,221202,2013100806,0.005,0.200,0.028,0.009,23,부산 사하구 장림동
부산 사하구,장림동,221202,2013100807,0.005,0.200,0.024,0.011,19,부산 사하구 장림동
부산 사하구,장림동,221202,2013100808,0.005,0.200,0.019,0.015,32,부산 사하구 장림동
부산 사하구,장림동,221202,2013100809,0.005,0.200,0.017,0.018,31,부산 사하구 장림동
부산 사하구,장림동,221202,2013100810,0.005,0.200,0.014,0.022,26,부산 사하구 장림동
부산 사하구,장림동,221202,2013100811,0.005,0.300,0.013,0.023,25,부산 사하구 장림동
부산 사하구,장림동,221202,2013100812,0.005,0.200,0.022,0.014,23,부산 사하구 장림동
부산 사하구,장림동,221202,2013100813,0.005,0.200,0.025,0.011,21,부산 사하구 장림동
부산 사하구,장림동,221202,2013100814,0.004,0.200,0.025,0.011,16,부산 사하구 장림동
부산 사하구,장림동,221202,2013100815,0.004,0.200,0.024,0.012,27,부산 사하구 장림동
부산 사하구,장림동,221202,2013100816,0.004,0.200,0.026,0.010,25,부산 사하구 장림동
부산 사하구,장림동,221202,2013100817,0.004,0.200,0.026,0.009,19,부산 사하구 장림동
부산 사하구,장림동,221202,2013100818,0.004,0.200,0.027,0.008,20,부산 사하구 장림동
부산 사하구,장림동,221202,2013100819,0.004,0.200,0.029,0.007,18,부산 사하구 장림동
부산 사하구,장림동,221202,2013100820,0.004,0.200,0.029,0.007,16,부산 사하구 장림동
부산 사하구,장림동,221202,2013100821,0.004,0.200,0.031,0.006,18,부산 사하구 장림동
부산 사하구,장림동,221202,2013100822,0.004,0.200,0.029,0.007,15,부산 사하구 장림동
부산 사하구,장림동,221202,2013100823,0.004,0.200,0.034,0.005,15,부산 사하구 장림동
부산 사하구,장림동,221202,2013100824,0.004,0.200,0.035,0.005,17,부산 사하구 장림동
부산 사하구,장림동,221202,2013100901,0.005,0.200,0.026,0.009,17,부산 사하구 장림동
부산 사하구,장림동,221202,2013100902,0.005,0.200,0.024,0.012,25,부산 사하구 장림동
부산 사하구,장림동,221202,2013100903,0.006,0.200,0.027,0.011,24,부산 사하구 장림동
부산 사하구,장림동,221202,2013100904,0.007,0.200,0.026,0.013,33,부산 사하구 장림동
부산 사하구,장림동,221202,2013100905,0.006,0.200,0.028,0.010,40,부산 사하구 장림동
부산 사하구,장림동,221202,2013100906,0.009,0.200,0.025,0.013,28,부산 사하구 장림동
부산 사하구,장림동,221202,2013100907,0.005,0.200,0.018,0.018,37,부산 사하구 장림동
부산 사하구,장림동,221202,2013100908,0.005,0.300,0.018,0.020,37,부산 사하구 장림동
부산 사하구,장림동,221202,2013100909,0.005,0.300,0.014,0.026,34,부산 사하구 장림동
부산 사하구,장림동,221202,2013100910,0.006,0.300,0.010,0.032,46,부산 사하구 장림동
부산 사하구,장림동,221202,2013100911,0.006,0.300,0.021,0.026,38,부산 사하구 장림동
부산 사하구,장림동,221202,2013100912,0.004,0.200,0.033,0.016,42,부산 사하구 장림동
부산 사하구,장림동,221202,2013100913,0.005,0.200,0.035,0.015,32,부산 사하구 장림동
부산 사하구,장림동,221202,2013100914,0.007,0.300,0.033,0.018,32,부산 사하구 장림동
부산 사하구,장림동,221202,2013100915,0.008,0.300,0.035,0.019,41,부산 사하구 장림동
부산 사하구,장림동,221202,2013100916,0.007,0.300,0.031,0.021,45,부산 사하구 장림동
부산 사하구,장림동,221202,2013100917,0.008,0.300,0.030,0.021,44,부산 사하구 장림동
부산 사하구,장림동,221202,2013100918,0.008,0.300,0.028,0.021,42,부산 사하구 장림동
부산 사하구,장림동,221202,2013100919,0.006,0.300,0.026,0.021,41,부산 사하구 장림동
부산 사하구,장림동,221202,2013100920,0.006,0.300,0.025,0.019,35,부산 사하구 장림동
부산 사하구,장림동,221202,2013100921,0.009,0.300,0.017,0.026,39,부산 사하구 장림동
부산 사하구,장림동,221202,2013100922,0.007,0.300,0.024,0.022,45,부산 사하구 장림동
부산 사하구,장림동,221202,2013100923,0.005,0.300,0.023,0.023,34,부산 사하구 장림동
부산 사하구,장림동,221202,2013100924,0.005,0.300,0.028,0.018,58,부산 사하구 장림동
부산 사하구,장림동,221202,2013101001,0.005,0.300,0.017,0.022,41,부산 사하구 장림동
부산 사하구,장림동,221202,2013101002,0.006,0.300,0.021,0.018,47,부산 사하구 장림동
부산 사하구,장림동,221202,2013101003,0.006,0.300,0.020,0.019,64,부산 사하구 장림동
부산 사하구,장림동,221202,2013101004,0.006,0.300,0.011,0.023,67,부산 사하구 장림동
부산 사하구,장림동,221202,2013101005,0.006,0.300,0.007,0.024,65,부산 사하구 장림동
부산 사하구,장림동,221202,2013101006,0.006,0.300,0.005,0.024,59,부산 사하구 장림동
부산 사하구,장림동,221202,2013101007,0.006,0.400,0.004,0.028,59,부산 사하구 장림동
부산 사하구,장림동,221202,2013101008,0.007,0.400,0.005,0.035,78,부산 사하구 장림동
부산 사하구,장림동,221202,2013101009,0.008,0.400,0.005,0.040,75,부산 사하구 장림동
부산 사하구,장림동,221202,2013101010,0.008,0.500,0.009,0.041,88,부산 사하구 장림동
부산 사하구,장림동,221202,2013101011,0.007,0.300,0.027,0.026,82,부산 사하구 장림동
부산 사하구,장림동,221202,2013101012,0.010,0.300,0.020,0.031,33,부산 사하구 장림동
부산 사하구,장림동,221202,2013101013,0.009,0.300,0.026,0.026,45,부산 사하구 장림동
부산 사하구,장림동,221202,2013101014,0.007,0.200,0.039,0.017,34,부산 사하구 장림동
부산 사하구,장림동,221202,2013101015,0.007,0.200,0.032,0.022,27,부산 사하구 장림동
부산 사하구,장림동,221202,2013101016,0.006,0.200,0.027,0.025,34,부산 사하구 장림동
부산 사하구,장림동,221202,2013101017,0.007,0.300,0.018,0.030,37,부산 사하구 장림동
부산 사하구,장림동,221202,2013101018,0.008,0.300,0.014,0.031,41,부산 사하구 장림동
부산 사하구,장림동,221202,2013101019,0.009,0.300,0.012,0.029,29,부산 사하구 장림동
부산 사하구,장림동,221202,2013101020,0.010,0.300,0.013,0.027,28,부산 사하구 장림동
부산 사하구,장림동,221202,2013101021,0.007,0.200,0.021,0.017,34,부산 사하구 장림동
부산 사하구,장림동,221202,2013101022,0.007,0.200,0.019,0.018,23,부산 사하구 장림동
부산 사하구,장림동,221202,2013101023,0.008,0.200,0.019,0.018,37,부산 사하구 장림동
부산 사하구,장림동,221202,2013101024,0.007,0.200,0.020,0.017,47,부산 사하구 장림동
부산 사하구,장림동,221202,2013101101,0.012,0.200,0.016,0.021,41,부산 사하구 장림동
부산 사하구,장림동,221202,2013101102,0.011,0.200,0.021,0.018,46,부산 사하구 장림동
부산 사하구,장림동,221202,2013101103,0.009,0.200,0.021,0.017,39,부산 사하구 장림동
부산 사하구,장림동,221202,2013101104,0.010,0.200,0.020,0.019,35,부산 사하구 장림동
부산 사하구,장림동,221202,2013101105,0.010,0.300,0.019,0.017,39,부산 사하구 장림동
부산 사하구,장림동,221202,2013101106,0.009,0.400,0.012,0.020,49,부산 사하구 장림동
부산 사하구,장림동,221202,2013101107,0.007,0.400,0.009,0.024,62,부산 사하구 장림동
부산 사하구,장림동,221202,2013101108,0.008,0.400,0.008,0.028,69,부산 사하구 장림동
부산 사하구,장림동,221202,2013101109,0.007,0.300,0.023,0.020,57,부산 사하구 장림동
부산 사하구,장림동,221202,2013101110,0.007,0.300,0.032,0.016,41,부산 사하구 장림동
부산 사하구,장림동,221202,2013101111,0.010,0.300,0.036,0.019,50,부산 사하구 장림동
부산 사하구,장림동,221202,2013101112,0.011,0.500,0.049,0.018,48,부산 사하구 장림동
부산 사하구,장림동,221202,2013101113,0.013,0.600,0.075,0.015,82,부산 사하구 장림동
부산 사하구,장림동,221202,2013101114,0.013,0.600,0.076,0.016,134,부산 사하구 장림동
부산 사하구,장림동,221202,2013101115,-999.000,-999.000,-999.000,-999.000,-999,부산 사하구 장림동
부산 사하구,장림동,221202,2013101116,0.010,0.500,0.066,0.016,206,부산 사하구 장림동
부산 사하구,장림동,221202,2013101117,0.009,0.400,0.060,0.016,213,부산 사하구 장림동
부산 사하구,장림동,221202,2013101118,0.012,0.400,0.017,0.031,173,부산 사하구 장림동
부산 사하구,장림동,221202,2013101119,0.009,0.400,0.014,0.034,104,부산 사하구 장림동
부산 사하구,장림동,221202,2013101120,0.012,0.300,0.022,0.024,96,부산 사하구 장림동
부산 사하구,장림동,221202,2013101121,0.008,0.300,0.019,0.025,81,부산 사하구 장림동
부산 사하구,장림동,221202,2013101122,0.007,0.300,0.022,0.022,86,부산 사하구 장림동
부산 사하구,장림동,221202,2013101123,0.013,0.300,0.027,0.018,79,부산 사하구 장림동
부산 사하구,장림동,221202,2013101124,0.017,0.300,0.031,0.014,80,부산 사하구 장림동
부산 사하구,장림동,221202,2013101201,0.007,0.200,0.035,0.010,50,부산 사하구 장림동
부산 사하구,장림동,221202,2013101202,0.013,0.300,0.035,0.009,43,부산 사하구 장림동
부산 사하구,장림동,221202,2013101203,0.008,0.200,0.032,0.010,33,부산 사하구 장림동
부산 사하구,장림동,221202,2013101204,0.006,0.200,0.025,0.016,41,부산 사하구 장림동
부산 사하구,장림동,221202,2013101205,0.023,0.300,0.023,0.018,58,부산 사하구 장림동
부산 사하구,장림동,221202,2013101206,0.015,0.200,0.026,0.015,42,부산 사하구 장림동
부산 사하구,장림동,221202,2013101207,0.007,0.200,0.020,0.022,50,부산 사하구 장림동
부산 사하구,장림동,221202,2013101208,0.006,0.300,0.021,0.022,49,부산 사하구 장림동
부산 사하구,장림동,221202,2013101209,0.006,0.300,0.017,0.029,59,부산 사하구 장림동
부산 사하구,장림동,221202,2013101210,0.009,0.200,0.021,0.028,64,부산 사하구 장림동
부산 사하구,장림동,221202,2013101211,0.010,0.200,0.026,0.024,48,부산 사하구 장림동
부산 사하구,장림동,221202,2013101212,0.006,0.200,0.030,0.020,57,부산 사하구 장림동
부산 사하구,장림동,221202,2013101213,0.005,0.200,0.037,0.014,54,부산 사하구 장림동
부산 사하구,장림동,221202,2013101214,0.005,0.200,0.038,0.015,37,부산 사하구 장림동
부산 사하구,장림동,221202,2013101215,0.011,0.200,0.035,0.021,37,부산 사하구 장림동
부산 사하구,장림동,221202,2013101216,0.006,0.200,0.039,0.020,38,부산 사하구 장림동
부산 사하구,장림동,221202,2013101217,0.005,0.200,0.040,0.019,40,부산 사하구 장림동
부산 사하구,장림동,221202,2013101218,0.008,0.300,0.029,0.029,37,부산 사하구 장림동
부산 사하구,장림동,221202,2013101219,0.009,0.300,0.020,0.036,45,부산 사하구 장림동
부산 사하구,장림동,221202,2013101220,0.008,0.400,0.007,0.043,40,부산 사하구 장림동
부산 사하구,장림동,221202,2013101221,0.007,0.500,0.004,0.049,44,부산 사하구 장림동
부산 사하구,장림동,221202,2013101222,0.006,0.500,0.004,0.051,56,부산 사하구 장림동
부산 사하구,장림동,221202,2013101223,0.006,0.400,0.004,0.042,64,부산 사하구 장림동
부산 사하구,장림동,221202,2013101224,0.006,0.300,0.008,0.034,67,부산 사하구 장림동
부산 사하구,장림동,221202,2013101301,0.005,0.300,0.010,0.029,61,부산 사하구 장림동
